Majority protein IDs	protein_ID
XP_020922692.1;XP_020922691.1;XP_020922690.1;XP_013835142.1;XP_013835139.1;XP_005653978.1;XP_003131546.1;XP_003126305.1;XP_001928873.1;XP_001926384.1	XP_020922691.1
XP_020922692.1;XP_020922691.1;XP_020922690.1;XP_013835142.1;XP_013835139.1;XP_005653978.1;XP_003131546.1;XP_003126305.1;XP_001928873.1;XP_001926384.1	XP_020922690.1
XP_020922692.1;XP_020922691.1;XP_020922690.1;XP_013835142.1;XP_013835139.1;XP_005653978.1;XP_003131546.1;XP_003126305.1;XP_001928873.1;XP_001926384.1	XP_013835142.1
XP_020922692.1;XP_020922691.1;XP_020922690.1;XP_013835142.1;XP_013835139.1;XP_005653978.1;XP_003131546.1;XP_003126305.1;XP_001928873.1;XP_001926384.1	XP_013835139.1
XP_003131557.1	XP_003131557.1
XP_003131565.4;XP_013835160.1	XP_003131565.4
XP_003131565.4;XP_013835160.1	XP_013835160.1
XP_003131575.2	XP_003131575.2
XP_003131576.3	XP_003131576.3
XP_013835446.1;XP_003131586.1;XP_020922767.1;XP_020922765.1;XP_020922764.1;XP_020922763.1	XP_013835446.1
XP_013835446.1;XP_003131586.1;XP_020922767.1;XP_020922765.1;XP_020922764.1;XP_020922763.1	XP_020922767.1
XP_013835446.1;XP_003131586.1;XP_020922767.1;XP_020922765.1;XP_020922764.1;XP_020922763.1	XP_020922765.1
XP_013835446.1;XP_003131586.1;XP_020922767.1;XP_020922765.1;XP_020922764.1;XP_020922763.1	XP_020922764.1
XP_013835446.1;XP_003131586.1;XP_020922767.1;XP_020922765.1;XP_020922764.1;XP_020922763.1	XP_020922763.1
XP_020922794.1;XP_013836451.2;XP_005668921.2;XP_003131608.4	XP_020922794.1
XP_020922794.1;XP_013836451.2;XP_005668921.2;XP_003131608.4	XP_013836451.2
XP_020922794.1;XP_013836451.2;XP_005668921.2;XP_003131608.4	XP_005668921.2
XP_020922794.1;XP_013836451.2;XP_005668921.2;XP_003131608.4	XP_003131608.4
XP_003131621.3;XP_020922821.1	XP_003131621.3
XP_003131621.3;XP_020922821.1	XP_020922821.1
XP_003131623.4	XP_003131623.4
XP_020922930.1;XP_003131683.1	XP_020922930.1
XP_020922930.1;XP_003131683.1	XP_003131683.1
XP_003131703.3	XP_003131703.3
XP_005669059.1;XP_005669058.1;XP_003131717.1;XP_003131714.1	XP_005669059.1
XP_005669059.1;XP_005669058.1;XP_003131717.1;XP_003131714.1	XP_005669058.1
XP_005669059.1;XP_005669058.1;XP_003131717.1;XP_003131714.1	XP_003131717.1
XP_005669059.1;XP_005669058.1;XP_003131717.1;XP_003131714.1	XP_003131714.1
XP_003483108.2;XP_013845415.2;XP_005657043.2;XP_013845413.2;XP_013845412.2;XP_003131790.5	XP_003483108.2
XP_003483108.2;XP_013845415.2;XP_005657043.2;XP_013845413.2;XP_013845412.2;XP_003131790.5	XP_013845415.2
XP_003483108.2;XP_013845415.2;XP_005657043.2;XP_013845413.2;XP_013845412.2;XP_003131790.5	XP_005657043.2
XP_003483108.2;XP_013845415.2;XP_005657043.2;XP_013845413.2;XP_013845412.2;XP_003131790.5	XP_013845413.2
XP_003483108.2;XP_013845415.2;XP_005657043.2;XP_013845413.2;XP_013845412.2;XP_003131790.5	XP_013845412.2
XP_003131820.1	XP_003131820.1
XP_005669162.1;XP_003131835.2	XP_005669162.1
XP_005669162.1;XP_003131835.2	XP_003131835.2
XP_013835617.1;XP_003131863.2	XP_013835617.1
XP_013835617.1;XP_003131863.2	XP_003131863.2
XP_003131870.1	XP_003131870.1
XP_003131896.1	XP_003131896.1
XP_003131925.1	XP_003131925.1
XP_020923476.1;XP_013843405.1;XP_003131980.1;XP_003131979.1;XP_020923474.1	XP_020923476.1
XP_020923476.1;XP_013843405.1;XP_003131980.1;XP_003131979.1;XP_020923474.1	XP_013843405.1
XP_020923476.1;XP_013843405.1;XP_003131980.1;XP_003131979.1;XP_020923474.1	XP_003131980.1
XP_020923476.1;XP_013843405.1;XP_003131980.1;XP_003131979.1;XP_020923474.1	XP_003131979.1
XP_020923476.1;XP_013843405.1;XP_003131980.1;XP_003131979.1;XP_020923474.1	XP_020923474.1
XP_005669252.1;XP_003131983.3	XP_005669252.1
XP_005669252.1;XP_003131983.3	XP_003131983.3
XP_020923468.1;XP_005655336.1;XP_003131991.2;XP_020923466.1	XP_020923468.1
XP_020923468.1;XP_005655336.1;XP_003131991.2;XP_020923466.1	XP_005655336.1
XP_020923468.1;XP_005655336.1;XP_003131991.2;XP_020923466.1	XP_003131991.2
XP_020923468.1;XP_005655336.1;XP_003131991.2;XP_020923466.1	XP_020923466.1
XP_003132080.1;XP_020923604.1	XP_003132080.1
XP_003132080.1;XP_020923604.1	XP_020923604.1
XP_003132136.3	XP_003132136.3
XP_003132151.1;XP_020927323.1	XP_003132151.1
XP_003132151.1;XP_020927323.1	XP_020927323.1
XP_003132249.2;XP_005669590.1	XP_003132249.2
XP_003132249.2;XP_005669590.1	XP_005669590.1
XP_003132263.2;XP_013837152.2;XP_020924435.1;XP_020924434.1;XP_020924433.1;XP_020924432.1	XP_013837152.2
XP_003132263.2;XP_013837152.2;XP_020924435.1;XP_020924434.1;XP_020924433.1;XP_020924432.1	XP_020924435.1
XP_003132263.2;XP_013837152.2;XP_020924435.1;XP_020924434.1;XP_020924433.1;XP_020924432.1	XP_020924434.1
XP_003132263.2;XP_013837152.2;XP_020924435.1;XP_020924434.1;XP_020924433.1;XP_020924432.1	XP_020924433.1
XP_003132263.2;XP_013837152.2;XP_020924435.1;XP_020924434.1;XP_020924433.1;XP_020924432.1	XP_020924432.1
XP_003132276.1	XP_003132276.1
XP_003132357.4;XP_020926487.1	XP_003132357.4
XP_003132357.4;XP_020926487.1	XP_020926487.1
XP_003132451.1	XP_003132451.1
XP_003132469.4	XP_003132469.4
XP_003132530.1	XP_003132530.1
XP_020925331.1;XP_020925330.1;XP_020925328.1;XP_020925327.1;XP_020925322.1;XP_020925321.1;XP_020925320.1;XP_020925319.1;XP_020925318.1;XP_020925317.1;XP_020925316.1;XP_005669991.1;XP_020925315.1;XP_020925313.1;XP_020925312.1;XP_020925311.1;XP_020925310.1;XP_020925309.1;XP_003132543.1;XP_020925308.1;XP_020925307.1;XP_020925306.1;XP_003132542.1;XP_020925305.1;XP_020925304.1;XP_020925303.1;XP_020925302.1;XP_020925301.1;XP_005669990.1;XP_020925300.1;XP_020925299.1;XP_005669989.1;XP_020925298.1;XP_020925297.1;XP_020925295.1;XP_020925294.1;XP_020925293.1;XP_020925292.1;XP_005669987.1	XP_020925331.1
XP_020925331.1;XP_020925330.1;XP_020925328.1;XP_020925327.1;XP_020925322.1;XP_020925321.1;XP_020925320.1;XP_020925319.1;XP_020925318.1;XP_020925317.1;XP_020925316.1;XP_005669991.1;XP_020925315.1;XP_020925313.1;XP_020925312.1;XP_020925311.1;XP_020925310.1;XP_020925309.1;XP_003132543.1;XP_020925308.1;XP_020925307.1;XP_020925306.1;XP_003132542.1;XP_020925305.1;XP_020925304.1;XP_020925303.1;XP_020925302.1;XP_020925301.1;XP_005669990.1;XP_020925300.1;XP_020925299.1;XP_005669989.1;XP_020925298.1;XP_020925297.1;XP_020925295.1;XP_020925294.1;XP_020925293.1;XP_020925292.1;XP_005669987.1	XP_020925330.1
XP_020925331.1;XP_020925330.1;XP_020925328.1;XP_020925327.1;XP_020925322.1;XP_020925321.1;XP_020925320.1;XP_020925319.1;XP_020925318.1;XP_020925317.1;XP_020925316.1;XP_005669991.1;XP_020925315.1;XP_020925313.1;XP_020925312.1;XP_020925311.1;XP_020925310.1;XP_020925309.1;XP_003132543.1;XP_020925308.1;XP_020925307.1;XP_020925306.1;XP_003132542.1;XP_020925305.1;XP_020925304.1;XP_020925303.1;XP_020925302.1;XP_020925301.1;XP_005669990.1;XP_020925300.1;XP_020925299.1;XP_005669989.1;XP_020925298.1;XP_020925297.1;XP_020925295.1;XP_020925294.1;XP_020925293.1;XP_020925292.1;XP_005669987.1	XP_020925328.1
XP_020925331.1;XP_020925330.1;XP_020925328.1;XP_020925327.1;XP_020925322.1;XP_020925321.1;XP_020925320.1;XP_020925319.1;XP_020925318.1;XP_020925317.1;XP_020925316.1;XP_005669991.1;XP_020925315.1;XP_020925313.1;XP_020925312.1;XP_020925311.1;XP_020925310.1;XP_020925309.1;XP_003132543.1;XP_020925308.1;XP_020925307.1;XP_020925306.1;XP_003132542.1;XP_020925305.1;XP_020925304.1;XP_020925303.1;XP_020925302.1;XP_020925301.1;XP_005669990.1;XP_020925300.1;XP_020925299.1;XP_005669989.1;XP_020925298.1;XP_020925297.1;XP_020925295.1;XP_020925294.1;XP_020925293.1;XP_020925292.1;XP_005669987.1	XP_020925327.1
XP_020925331.1;XP_020925330.1;XP_020925328.1;XP_020925327.1;XP_020925322.1;XP_020925321.1;XP_020925320.1;XP_020925319.1;XP_020925318.1;XP_020925317.1;XP_020925316.1;XP_005669991.1;XP_020925315.1;XP_020925313.1;XP_020925312.1;XP_020925311.1;XP_020925310.1;XP_020925309.1;XP_003132543.1;XP_020925308.1;XP_020925307.1;XP_020925306.1;XP_003132542.1;XP_020925305.1;XP_020925304.1;XP_020925303.1;XP_020925302.1;XP_020925301.1;XP_005669990.1;XP_020925300.1;XP_020925299.1;XP_005669989.1;XP_020925298.1;XP_020925297.1;XP_020925295.1;XP_020925294.1;XP_020925293.1;XP_020925292.1;XP_005669987.1	XP_020925322.1
XP_020925355.1;XP_020925354.1;XP_020925353.1;XP_020925352.1;XP_020925351.1;XP_013837598.1;XP_003132549.1	XP_020925355.1
XP_020925355.1;XP_020925354.1;XP_020925353.1;XP_020925352.1;XP_020925351.1;XP_013837598.1;XP_003132549.1	XP_020925354.1
XP_020925355.1;XP_020925354.1;XP_020925353.1;XP_020925352.1;XP_020925351.1;XP_013837598.1;XP_003132549.1	XP_020925353.1
XP_020925355.1;XP_020925354.1;XP_020925353.1;XP_020925352.1;XP_020925351.1;XP_013837598.1;XP_003132549.1	XP_020925352.1
XP_020925355.1;XP_020925354.1;XP_020925353.1;XP_020925352.1;XP_020925351.1;XP_013837598.1;XP_003132549.1	XP_020925351.1
XP_020926870.1;XP_020926869.1;XP_020926868.1;XP_020926867.1;XP_020935929.1;XP_003360272.5;XP_020926866.1;XP_020926865.1;XP_020926864.1;XP_020926863.1;XP_020926862.1;XP_020926861.1;XP_020926860.1;XP_020926859.1;XP_020926858.1;XP_020926857.1;XP_020926856.1;XP_020926855.1;XP_003132590.3;XP_020936646.1;XP_020935928.1;XP_020935927.1;XP_020935926.1	XP_020935929.1
XP_020926870.1;XP_020926869.1;XP_020926868.1;XP_020926867.1;XP_020935929.1;XP_003360272.5;XP_020926866.1;XP_020926865.1;XP_020926864.1;XP_020926863.1;XP_020926862.1;XP_020926861.1;XP_020926860.1;XP_020926859.1;XP_020926858.1;XP_020926857.1;XP_020926856.1;XP_020926855.1;XP_003132590.3;XP_020936646.1;XP_020935928.1;XP_020935927.1;XP_020935926.1	XP_020936646.1
XP_020926870.1;XP_020926869.1;XP_020926868.1;XP_020926867.1;XP_020935929.1;XP_003360272.5;XP_020926866.1;XP_020926865.1;XP_020926864.1;XP_020926863.1;XP_020926862.1;XP_020926861.1;XP_020926860.1;XP_020926859.1;XP_020926858.1;XP_020926857.1;XP_020926856.1;XP_020926855.1;XP_003132590.3;XP_020936646.1;XP_020935928.1;XP_020935927.1;XP_020935926.1	XP_020935928.1
XP_020926870.1;XP_020926869.1;XP_020926868.1;XP_020926867.1;XP_020935929.1;XP_003360272.5;XP_020926866.1;XP_020926865.1;XP_020926864.1;XP_020926863.1;XP_020926862.1;XP_020926861.1;XP_020926860.1;XP_020926859.1;XP_020926858.1;XP_020926857.1;XP_020926856.1;XP_020926855.1;XP_003132590.3;XP_020936646.1;XP_020935928.1;XP_020935927.1;XP_020935926.1	XP_020935927.1
XP_020926870.1;XP_020926869.1;XP_020926868.1;XP_020926867.1;XP_020935929.1;XP_003360272.5;XP_020926866.1;XP_020926865.1;XP_020926864.1;XP_020926863.1;XP_020926862.1;XP_020926861.1;XP_020926860.1;XP_020926859.1;XP_020926858.1;XP_020926857.1;XP_020926856.1;XP_020926855.1;XP_003132590.3;XP_020936646.1;XP_020935928.1;XP_020935927.1;XP_020935926.1	XP_020935926.1
XP_003132593.1;XP_005670065.1	XP_003132593.1
XP_003132593.1;XP_005670065.1	XP_005670065.1
XP_003358742.1;XP_020926902.1;XP_020926901.1;XP_020926899.1;XP_003132601.1;XP_005670074.1;XP_020926898.1;XP_020926897.1	XP_020926902.1
XP_003358742.1;XP_020926902.1;XP_020926901.1;XP_020926899.1;XP_003132601.1;XP_005670074.1;XP_020926898.1;XP_020926897.1	XP_020926901.1
XP_003358742.1;XP_020926902.1;XP_020926901.1;XP_020926899.1;XP_003132601.1;XP_005670074.1;XP_020926898.1;XP_020926897.1	XP_020926899.1
XP_003358742.1;XP_020926902.1;XP_020926901.1;XP_020926899.1;XP_003132601.1;XP_005670074.1;XP_020926898.1;XP_020926897.1	XP_020926898.1
XP_003358742.1;XP_020926902.1;XP_020926901.1;XP_020926899.1;XP_003132601.1;XP_005670074.1;XP_020926898.1;XP_020926897.1	XP_020926897.1
XP_003132625.1	XP_003132625.1
XP_003483344.1;XP_013837749.1;XP_003132638.3;XP_013837748.1	XP_003483344.1
XP_003483344.1;XP_013837749.1;XP_003132638.3;XP_013837748.1	XP_013837749.1
XP_003483344.1;XP_013837749.1;XP_003132638.3;XP_013837748.1	XP_003132638.3
XP_003483344.1;XP_013837749.1;XP_003132638.3;XP_013837748.1	XP_013837748.1
XP_003132681.3	XP_003132681.3
XP_003132730.3	XP_003132730.3
XP_003132745.1	XP_003132745.1
XP_003132922.1	XP_003132922.1
XP_020928898.1;XP_003132924.1;XP_020928897.1;XP_020928895.1;XP_020928894.1;XP_020928896.1;XP_020928893.1;XP_020928892.1	XP_020928898.1
XP_020928898.1;XP_003132924.1;XP_020928897.1;XP_020928895.1;XP_020928894.1;XP_020928896.1;XP_020928893.1;XP_020928892.1	XP_020928897.1
XP_020928898.1;XP_003132924.1;XP_020928897.1;XP_020928895.1;XP_020928894.1;XP_020928896.1;XP_020928893.1;XP_020928892.1	XP_020928895.1
XP_020928898.1;XP_003132924.1;XP_020928897.1;XP_020928895.1;XP_020928894.1;XP_020928896.1;XP_020928893.1;XP_020928892.1	XP_020928894.1
XP_020928898.1;XP_003132924.1;XP_020928897.1;XP_020928895.1;XP_020928894.1;XP_020928896.1;XP_020928893.1;XP_020928892.1	XP_020928896.1
XP_003132938.1;XP_020928716.1	XP_003132938.1
XP_003132938.1;XP_020928716.1	XP_020928716.1
XP_003133034.2;XP_005670968.2	XP_003133034.2
XP_003133034.2;XP_005670968.2	XP_005670968.2
XP_003133041.1	XP_003133041.1
XP_003133042.1	XP_003133042.1
XP_020928849.1;XP_020928848.1;XP_005671503.1;XP_013839173.1;XP_003133228.3	XP_020928849.1
XP_020928849.1;XP_020928848.1;XP_005671503.1;XP_013839173.1;XP_003133228.3	XP_020928848.1
XP_020928849.1;XP_020928848.1;XP_005671503.1;XP_013839173.1;XP_003133228.3	XP_005671503.1
XP_020928849.1;XP_020928848.1;XP_005671503.1;XP_013839173.1;XP_003133228.3	XP_013839173.1
XP_020928849.1;XP_020928848.1;XP_005671503.1;XP_013839173.1;XP_003133228.3	XP_003133228.3
XP_020929229.1;XP_020929227.1;XP_020929226.1;XP_003483614.1;XP_003133249.3;XP_020929224.1;XP_005671568.1	XP_020929229.1
XP_020929229.1;XP_020929227.1;XP_020929226.1;XP_003483614.1;XP_003133249.3;XP_020929224.1;XP_005671568.1	XP_020929227.1
XP_020929229.1;XP_020929227.1;XP_020929226.1;XP_003483614.1;XP_003133249.3;XP_020929224.1;XP_005671568.1	XP_020929226.1
XP_020929229.1;XP_020929227.1;XP_020929226.1;XP_003483614.1;XP_003133249.3;XP_020929224.1;XP_005671568.1	XP_020929224.1
XP_020929229.1;XP_020929227.1;XP_020929226.1;XP_003483614.1;XP_003133249.3;XP_020929224.1;XP_005671568.1	XP_005671568.1
XP_003133258.2;XP_013845962.1	XP_003133258.2
XP_003133258.2;XP_013845962.1	XP_013845962.1
XP_020931502.1;XP_003133314.1	XP_020931502.1
XP_020931502.1;XP_003133314.1	XP_003133314.1
XP_003133368.1	XP_003133368.1
XP_003133393.1	XP_003133393.1
XP_003133417.1;XP_013839538.1	XP_003133417.1
XP_003133417.1;XP_013839538.1	XP_013839538.1
XP_020930531.1;XP_003133441.3;XP_020930526.1;XP_020930534.1;XP_020930533.1;XP_020930532.1;XP_020930530.1;XP_020930529.1;XP_020930528.1;XP_020930527.1;XP_020930525.1;XP_020930524.1;XP_020930523.1;XP_020930522.1	XP_020930531.1
XP_020930531.1;XP_003133441.3;XP_020930526.1;XP_020930534.1;XP_020930533.1;XP_020930532.1;XP_020930530.1;XP_020930529.1;XP_020930528.1;XP_020930527.1;XP_020930525.1;XP_020930524.1;XP_020930523.1;XP_020930522.1	XP_020930534.1
XP_020930531.1;XP_003133441.3;XP_020930526.1;XP_020930534.1;XP_020930533.1;XP_020930532.1;XP_020930530.1;XP_020930529.1;XP_020930528.1;XP_020930527.1;XP_020930525.1;XP_020930524.1;XP_020930523.1;XP_020930522.1	XP_020930533.1
XP_020930531.1;XP_003133441.3;XP_020930526.1;XP_020930534.1;XP_020930533.1;XP_020930532.1;XP_020930530.1;XP_020930529.1;XP_020930528.1;XP_020930527.1;XP_020930525.1;XP_020930524.1;XP_020930523.1;XP_020930522.1	XP_020930532.1
XP_020930531.1;XP_003133441.3;XP_020930526.1;XP_020930534.1;XP_020930533.1;XP_020930532.1;XP_020930530.1;XP_020930529.1;XP_020930528.1;XP_020930527.1;XP_020930525.1;XP_020930524.1;XP_020930523.1;XP_020930522.1	XP_020930530.1
XP_020931816.1;XP_020931817.1;XP_013839580.1;XP_020931815.1;XP_003133450.3;XP_020931814.1	XP_020931816.1
XP_020931816.1;XP_020931817.1;XP_013839580.1;XP_020931815.1;XP_003133450.3;XP_020931814.1	XP_020931817.1
XP_020931816.1;XP_020931817.1;XP_013839580.1;XP_020931815.1;XP_003133450.3;XP_020931814.1	XP_013839580.1
XP_020931816.1;XP_020931817.1;XP_013839580.1;XP_020931815.1;XP_003133450.3;XP_020931814.1	XP_020931815.1
XP_020931816.1;XP_020931817.1;XP_013839580.1;XP_020931815.1;XP_003133450.3;XP_020931814.1	XP_020931814.1
XP_003133502.3	XP_003133502.3
XP_020930797.1;XP_020930793.1;XP_005672037.1;XP_005672036.1;XP_003133549.1;XP_020930796.1;XP_020930795.1;XP_020930794.1;XP_003359613.1	XP_020930797.1
XP_020930797.1;XP_020930793.1;XP_005672037.1;XP_005672036.1;XP_003133549.1;XP_020930796.1;XP_020930795.1;XP_020930794.1;XP_003359613.1	XP_020930793.1
XP_020930797.1;XP_020930793.1;XP_005672037.1;XP_005672036.1;XP_003133549.1;XP_020930796.1;XP_020930795.1;XP_020930794.1;XP_003359613.1	XP_020930796.1
XP_020930797.1;XP_020930793.1;XP_005672037.1;XP_005672036.1;XP_003133549.1;XP_020930796.1;XP_020930795.1;XP_020930794.1;XP_003359613.1	XP_020930795.1
XP_020930797.1;XP_020930793.1;XP_005672037.1;XP_005672036.1;XP_003133549.1;XP_020930796.1;XP_020930795.1;XP_020930794.1;XP_003359613.1	XP_020930794.1
XP_020931513.1;XP_020931512.1;XP_020931511.1;XP_020931510.1;XP_020931509.1;XP_020931508.1;XP_020931507.1;XP_020931506.1;XP_005652507.1;XP_005652506.1;XP_005652505.1;XP_003133626.1;XP_013852426.1	XP_020931513.1
XP_020931513.1;XP_020931512.1;XP_020931511.1;XP_020931510.1;XP_020931509.1;XP_020931508.1;XP_020931507.1;XP_020931506.1;XP_005652507.1;XP_005652506.1;XP_005652505.1;XP_003133626.1;XP_013852426.1	XP_020931512.1
XP_020931513.1;XP_020931512.1;XP_020931511.1;XP_020931510.1;XP_020931509.1;XP_020931508.1;XP_020931507.1;XP_020931506.1;XP_005652507.1;XP_005652506.1;XP_005652505.1;XP_003133626.1;XP_013852426.1	XP_020931511.1
XP_020931513.1;XP_020931512.1;XP_020931511.1;XP_020931510.1;XP_020931509.1;XP_020931508.1;XP_020931507.1;XP_020931506.1;XP_005652507.1;XP_005652506.1;XP_005652505.1;XP_003133626.1;XP_013852426.1	XP_020931510.1
XP_020931513.1;XP_020931512.1;XP_020931511.1;XP_020931510.1;XP_020931509.1;XP_020931508.1;XP_020931507.1;XP_020931506.1;XP_005652507.1;XP_005652506.1;XP_005652505.1;XP_003133626.1;XP_013852426.1	XP_020931509.1
XP_020930610.1;XP_020930608.1;XP_020930607.1;XP_020930606.1;XP_020930605.1;XP_013839833.1;XP_013839832.1;XP_013839831.1;XP_013839830.1;XP_005672133.2;XP_005672132.2;XP_003133631.5;XP_013839829.1	XP_020930610.1
XP_020930610.1;XP_020930608.1;XP_020930607.1;XP_020930606.1;XP_020930605.1;XP_013839833.1;XP_013839832.1;XP_013839831.1;XP_013839830.1;XP_005672133.2;XP_005672132.2;XP_003133631.5;XP_013839829.1	XP_020930608.1
XP_020930610.1;XP_020930608.1;XP_020930607.1;XP_020930606.1;XP_020930605.1;XP_013839833.1;XP_013839832.1;XP_013839831.1;XP_013839830.1;XP_005672133.2;XP_005672132.2;XP_003133631.5;XP_013839829.1	XP_020930607.1
XP_020930610.1;XP_020930608.1;XP_020930607.1;XP_020930606.1;XP_020930605.1;XP_013839833.1;XP_013839832.1;XP_013839831.1;XP_013839830.1;XP_005672133.2;XP_005672132.2;XP_003133631.5;XP_013839829.1	XP_020930606.1
XP_020930610.1;XP_020930608.1;XP_020930607.1;XP_020930606.1;XP_020930605.1;XP_013839833.1;XP_013839832.1;XP_013839831.1;XP_013839830.1;XP_005672133.2;XP_005672132.2;XP_003133631.5;XP_013839829.1	XP_020930605.1
XP_005672173.1;XP_003133651.1	XP_005672173.1
XP_005672173.1;XP_003133651.1	XP_003133651.1
XP_003133677.1;XP_013839908.1;XP_013839907.1;XP_020931394.1;XP_013839909.1	XP_003133677.1
XP_003133677.1;XP_013839908.1;XP_013839907.1;XP_020931394.1;XP_013839909.1	XP_013839908.1
XP_003133677.1;XP_013839908.1;XP_013839907.1;XP_020931394.1;XP_013839909.1	XP_013839907.1
XP_003133677.1;XP_013839908.1;XP_013839907.1;XP_020931394.1;XP_013839909.1	XP_020931394.1
XP_003133677.1;XP_013839908.1;XP_013839907.1;XP_020931394.1;XP_013839909.1	XP_013839909.1
XP_003133690.2	XP_003133690.2
XP_020931936.1;XP_013839924.2;XP_003133697.3;XP_005672234.2	XP_020931936.1
XP_020931936.1;XP_013839924.2;XP_003133697.3;XP_005672234.2	XP_013839924.2
XP_020931936.1;XP_013839924.2;XP_003133697.3;XP_005672234.2	XP_003133697.3
XP_020931936.1;XP_013839924.2;XP_003133697.3;XP_005672234.2	XP_005672234.2
XP_020930633.1;XP_020930632.1;XP_003133716.2;XP_005672293.1;XP_005672292.1;XP_020930631.1;XP_020930630.1;XP_020930629.1;XP_013839980.2	XP_020930633.1
XP_020930633.1;XP_020930632.1;XP_003133716.2;XP_005672293.1;XP_005672292.1;XP_020930631.1;XP_020930630.1;XP_020930629.1;XP_013839980.2	XP_020930632.1
XP_020930633.1;XP_020930632.1;XP_003133716.2;XP_005672293.1;XP_005672292.1;XP_020930631.1;XP_020930630.1;XP_020930629.1;XP_013839980.2	XP_020930631.1
XP_020930633.1;XP_020930632.1;XP_003133716.2;XP_005672293.1;XP_005672292.1;XP_020930631.1;XP_020930630.1;XP_020930629.1;XP_013839980.2	XP_020930630.1
XP_020930633.1;XP_020930632.1;XP_003133716.2;XP_005672293.1;XP_005672292.1;XP_020930631.1;XP_020930630.1;XP_020930629.1;XP_013839980.2	XP_020930629.1
XP_003133809.1	XP_003133809.1
XP_003133833.1	XP_003133833.1
XP_003133941.2	XP_003133941.2
XP_003133963.1	XP_003133963.1
XP_005657674.1;XP_005657673.1;XP_005657672.1;XP_003133969.3;XP_003483866.1	XP_005657674.1
XP_005657674.1;XP_005657673.1;XP_005657672.1;XP_003133969.3;XP_003483866.1	XP_005657673.1
XP_005657674.1;XP_005657673.1;XP_005657672.1;XP_003133969.3;XP_003483866.1	XP_005657672.1
XP_005657674.1;XP_005657673.1;XP_005657672.1;XP_003133969.3;XP_003483866.1	XP_003133969.3
XP_005657674.1;XP_005657673.1;XP_005657672.1;XP_003133969.3;XP_003483866.1	XP_003483866.1
XP_003134014.3;XP_020932615.1	XP_003134014.3
XP_003134014.3;XP_020932615.1	XP_020932615.1
XP_013840227.1;XP_003134018.1;XP_005672503.1	XP_013840227.1
XP_013840227.1;XP_003134018.1;XP_005672503.1	XP_003134018.1
XP_013840227.1;XP_003134018.1;XP_005672503.1	XP_005672503.1
XP_003134070.2	XP_003134070.2
XP_003134080.1;XP_005672590.1	XP_003134080.1
XP_003134080.1;XP_005672590.1	XP_005672590.1
XP_003134100.4;XP_013846102.1	XP_003134100.4
XP_003134100.4;XP_013846102.1	XP_013846102.1
XP_003134131.1	XP_003134131.1
XP_020932763.1;XP_013840376.2;XP_003134191.4;XP_020932762.1;XP_020932761.1;XP_020932764.1	XP_020932763.1
XP_020932763.1;XP_013840376.2;XP_003134191.4;XP_020932762.1;XP_020932761.1;XP_020932764.1	XP_013840376.2
XP_020932763.1;XP_013840376.2;XP_003134191.4;XP_020932762.1;XP_020932761.1;XP_020932764.1	XP_020932762.1
XP_020932763.1;XP_013840376.2;XP_003134191.4;XP_020932762.1;XP_020932761.1;XP_020932764.1	XP_020932761.1
XP_020932763.1;XP_013840376.2;XP_003134191.4;XP_020932762.1;XP_020932761.1;XP_020932764.1	XP_020932764.1
XP_003134215.1	XP_003134215.1
XP_003134235.3	XP_003134235.3
XP_003134284.1	XP_003134284.1
XP_013840614.1;XP_003134376.1	XP_013840614.1
XP_013840614.1;XP_003134376.1	XP_003134376.1
XP_003134381.1;XP_020933444.1	XP_003134381.1
XP_003134381.1;XP_020933444.1	XP_020933444.1
XP_020933851.1;XP_005672877.1;XP_003134407.1	XP_020933851.1
