name	condition	replicate	intensity
TIMM44	sc_wt	738	NA
YIPF2	sc_wt	738	NA
SLC44A2	sc_wt	738	25.444048316243805
XP_003123362	sc_wt	738	25.574530010772897
ASNA1	sc_wt	738	25.295440494181705
FARSA	sc_wt	738	24.82128546093925
RAD23A	sc_wt	738	NA
GADD45GIP1	sc_wt	738	NA
MRI1	sc_wt	738	25.487722049858434
PRKACA	sc_wt	738	27.701208090726222
ILVBL	sc_wt	738	NA
EPS15L1	sc_wt	738	NA
COLGALT1	sc_wt	738	NA
XP_003123542	sc_wt	738	25.946459416984457
XP_020939193	sc_wt	738	26.613720457280444
FKBP8	sc_wt	738	22.948118374204252
XP_003123584	sc_wt	738	NA
GFPT2	sc_wt	738	24.2619118397414
SQSTM1	sc_wt	738	NA
RUFY1	sc_wt	738	24.38890019480919
HNRNPH1	sc_wt	738	27.041764747078375
TBC1D9B	sc_wt	738	NA
FAF2	sc_wt	738	NA
TMED9	sc_wt	738	26.168195118694005
PGGT1B	sc_wt	738	21.879795613203342
LVRN	sc_wt	738	NA
LMNB1	sc_wt	738	26.4553657282251
XP_003123949	sc_wt	738	26.299219199946137
XP_003124018	sc_wt	738	NA
ETF1	sc_wt	738	NA
CTNNA1	sc_wt	738	27.100190549485596
FGF1	sc_wt	738	NA
HARS	sc_wt	738	25.2518366102004
XP_003124094	sc_wt	738	NA
DPYSL3	sc_wt	738	27.499980760785455
CSF1R	sc_wt	738	NA
PSMD13	sc_wt	738	NA
ACTB	sc_wt	738	34.08044231462702
VKORC1L1	sc_wt	738	25.446322067763926
XP_003124496	sc_wt	738	NA
BCKDK	sc_wt	738	NA
XP_020942062	sc_wt	738	NA
TRIM72	sc_wt	738	NA
TUFM	sc_wt	738	26.95260404883554
RABEP2	sc_wt	738	NA
UQCRC2	sc_wt	738	27.190746882593604
CRYM	sc_wt	738	24.04568568319072
CARHSP1	sc_wt	738	26.484422074125483
PPL	sc_wt	738	25.289788985073024
XP_003124743	sc_wt	738	NA
ELOB	sc_wt	738	26.01348335335111
RETSAT	sc_wt	738	28.06208765235151
CAPG	sc_wt	738	26.74188313082143
SMYD5	sc_wt	738	23.287853260858178
XP_003125080	sc_wt	738	28.65557073772839
NAGK	sc_wt	738	25.479511880614524
PCBP1	sc_wt	738	27.979510413071687
CCT4	sc_wt	738	26.57265212203624
XP_003125182	sc_wt	738	NA
RPS27A	sc_wt	738	28.260737024838733
XP_003125231	sc_wt	738	NA
COX7A2L	sc_wt	738	NA
SRSF7	sc_wt	738	25.374810522928176
PREB	sc_wt	738	NA
EMILIN1	sc_wt	738	NA
XP_003125380	sc_wt	738	NA
FAM49A	sc_wt	738	NA
PXDN	sc_wt	738	23.057186611600482
COMMD5	sc_wt	738	NA
XP_020946138	sc_wt	738	24.638043866302397
CYC1	sc_wt	738	26.847328465362175
EIF3H	sc_wt	738	23.220237196413372
OTUD6B	sc_wt	738	NA
ATP6V0D2	sc_wt	738	NA
HIF1AN	sc_wt	738	NA
XP_003125651	sc_wt	738	26.247659992257564
DPT	sc_wt	738	28.909935829228004
XP_020945194	sc_wt	738	NA
SDHC	sc_wt	738	25.27056338840137
XP_020945244	sc_wt	738	28.66891732847377
UBAP2L	sc_wt	738	NA
XP_020958334	sc_wt	738	NA
SNX27	sc_wt	738	NA
RHOC	sc_wt	738	NA
CNN3	sc_wt	738	25.29042193113797
TTC38	sc_wt	738	23.693704739225286
CYB5R3	sc_wt	738	30.197652327651898
XP_003126064	sc_wt	738	NA
H1F0	sc_wt	738	27.482392296391172
FKBP11	sc_wt	738	24.86839492965994
PRPH	sc_wt	738	NA
RDH5	sc_wt	738	NA
ESYT1	sc_wt	738	27.671619131858833
CAND1	sc_wt	738	27.33278943148439
KRAS	sc_wt	738	NA
CMAS	sc_wt	738	NA
YBX3	sc_wt	738	NA
NDUFA9	sc_wt	738	24.866509608027478
XP_003126641	sc_wt	738	NA
XP_020948164	sc_wt	738	NA
TUBA8	sc_wt	738	NA
METAP2	sc_wt	738	NA
NDUFA12	sc_wt	738	NA
HDAC10	sc_wt	738	NA
VAT1L	sc_wt	738	NA
KARS	sc_wt	738	23.984592993826066
XP_003126917	sc_wt	738	24.752819579199695
AP1G1	sc_wt	738	NA
XP_003126970	sc_wt	738	27.919287349528737
TPPP3	sc_wt	738	27.757544949565755
LRRC36	sc_wt	738	NA
ATP6V0D1	sc_wt	738	NA
PLLP	sc_wt	738	NA
DNAJA2	sc_wt	738	25.53466075866135
XP_003127050	sc_wt	738	25.281393816646784
PLEKHF1	sc_wt	738	NA
XP_003127103	sc_wt	738	NA
HSPB6	sc_wt	738	29.086563840573316
EIF3K	sc_wt	738	24.441517715628486
PAFAH1B3	sc_wt	738	25.120641940733584
XP_003481921	sc_wt	738	27.346972331394504
SLC1A5	sc_wt	738	24.00932428343382
SAE1	sc_wt	738	21.216378791854403
BCAT2	sc_wt	738	26.123012780259586
RCN3	sc_wt	738	25.408144677084533
MYBPC2	sc_wt	738	NA
XP_020950568	sc_wt	738	26.350702910185902
MBOAT7	sc_wt	738	NA
HSPBP1	sc_wt	738	NA
PGD	sc_wt	738	29.89547613029823
MTHFR	sc_wt	738	NA
EFHD2	sc_wt	738	27.37765934304739
MFAP2	sc_wt	738	27.55024772007573
MTFR1L	sc_wt	738	NA
PEF1	sc_wt	738	22.794614968236232
ADPRHL2	sc_wt	738	NA
SF3A3	sc_wt	738	NA
PPT1	sc_wt	738	NA
CAP1	sc_wt	738	29.372894345114535
MYOM1	sc_wt	738	NA
SNRPD1	sc_wt	738	23.636661789059065
XP_020952097	sc_wt	738	NA
IFI44L	sc_wt	738	NA
SERBP1	sc_wt	738	24.669904073175104
XP_005665445	sc_wt	738	24.648504607361463
CZIB	sc_wt	738	25.76665891293727
XP_003128059	sc_wt	738	26.085799356650963
XP_003128108	sc_wt	738	26.27543826436876
HYI	sc_wt	738	24.77936508765172
PPIH	sc_wt	738	NA
PPCS	sc_wt	738	24.71009256933775
A1BG	sc_wt	738	30.751827324612417
RPS5	sc_wt	738	26.574515574800003
EXOC2	sc_wt	738	NA
BAG2	sc_wt	738	NA
PTPN9	sc_wt	738	NA
CSPG4	sc_wt	738	26.097319753338432
DTD2	sc_wt	738	NA
DHRS1	sc_wt	738	23.500816599191356
NEDD8	sc_wt	738	25.22629958368654
SYNE3	sc_wt	738	NA
WARS	sc_wt	738	24.676375503168842
PGM2	sc_wt	738	25.953470205568344
FAM114A1	sc_wt	738	NA
GNPDA2	sc_wt	738	NA
COMMD8	sc_wt	738	NA
ETFDH	sc_wt	738	27.339346179860307
PPIC	sc_wt	738	NA
GRSF1	sc_wt	738	NA
NAAA	sc_wt	738	NA
XP_003129141	sc_wt	738	26.236116116113593
SEPT11	sc_wt	738	27.17312277812015
ABCE1	sc_wt	738	NA
ANXA5	sc_wt	738	32.82316243175783
OSTC	sc_wt	738	NA
BDH2	sc_wt	738	27.692787345253553
LAMTOR3	sc_wt	738	NA
EIF4E	sc_wt	738	NA
LAMTOR1	sc_wt	738	24.187673446133353
ARRB1	sc_wt	738	NA
CTSC	sc_wt	738	24.68634920123011
KDELC2	sc_wt	738	26.811519337736776
REXO2	sc_wt	738	NA
DDX6	sc_wt	738	23.390606672013888
TRAPPC4	sc_wt	738	NA
XP_003129968	sc_wt	738	27.229585300094516
HYOU1	sc_wt	738	26.30096525471944
XP_005667487	sc_wt	738	25.988520527440773
FMO2	sc_wt	738	NA
FMOD	sc_wt	738	26.870677582366593
PRELP	sc_wt	738	31.961545915913753
SLC25A13	sc_wt	738	24.099969921711445
PMPCB	sc_wt	738	NA
LAMB1	sc_wt	738	30.943913759744003
CACYBP	sc_wt	738	24.27341203191922
C4BPB	sc_wt	738	NA
BPNT1	sc_wt	738	24.330739663143998
RAB3GAP2	sc_wt	738	NA
XP_003130588	sc_wt	738	NA
DCTN3	sc_wt	738	24.670930652465913
XP_020920548	sc_wt	738	NA
PRTFDC1	sc_wt	738	NA
NRP1	sc_wt	738	NA
ITIH5	sc_wt	738	27.046456103370428
VPS36	sc_wt	738	NA
GPR18	sc_wt	738	NA
CUL4A	sc_wt	738	NA
FN3KRP	sc_wt	738	NA
PRPSAP1	sc_wt	738	NA
CYGB	sc_wt	738	24.81416271294046
XP_003131238	sc_wt	738	NA
GALK1	sc_wt	738	25.595766938616084
APOH	sc_wt	738	28.181393117940356
XP_020922487	sc_wt	738	NA
DCAKD	sc_wt	738	NA
EFTUD2	sc_wt	738	23.059102804800833
DUSP3	sc_wt	738	25.61321460347411
CNP	sc_wt	738	28.395256411525434
KRT14	sc_wt	738	23.353936143491847
KRT12	sc_wt	738	NA
PSMD3	sc_wt	738	25.922931681869596
ORMDL3	sc_wt	738	NA
XP_003131557	sc_wt	738	26.830744199804688
MIEN1	sc_wt	738	NA
NPEPPS	sc_wt	738	28.296928666134605
KPNB1	sc_wt	738	27.69145675254601
CBX1	sc_wt	738	NA
PHB	sc_wt	738	27.131633430838484
ACSF2	sc_wt	738	25.676133347695583
ABCC3	sc_wt	738	NA
DYNLL2	sc_wt	738	26.637684653569025
MPO	sc_wt	738	NA
PTRH2	sc_wt	738	22.362148239821778
RHOT1	sc_wt	738	NA
XP_003131820	sc_wt	738	27.217618006147497
GEMIN4	sc_wt	738	27.126817727126355
RPA1	sc_wt	738	NA
TAX1BP3	sc_wt	738	NA
TXNDC17	sc_wt	738	25.352657188280272
XP_020923476	sc_wt	738	28.1872581245448
XP_005669252	sc_wt	738	NA
ACADVL	sc_wt	738	25.93301054349808
ALDH3A2	sc_wt	738	28.311336801291983
STT3B	sc_wt	738	24.527012553913654
ACAA1	sc_wt	738	27.377824799213737
IMPDH2	sc_wt	738	NA
MST1	sc_wt	738	25.216045687134596
SUCLG2	sc_wt	738	26.216970788186423
H1FX	sc_wt	738	26.044185306886316
DNAJC13	sc_wt	738	26.524952221830986
UBA5	sc_wt	738	NA
COMMD2	sc_wt	738	NA
MBNL1	sc_wt	738	NA
MME	sc_wt	738	NA
TBL1XR1	sc_wt	738	NA
ACTL6A	sc_wt	738	NA
FXR1	sc_wt	738	24.86377150797876
FETUB	sc_wt	738	26.6973684926093
CCDC50	sc_wt	738	NA
PDIA5	sc_wt	738	24.252486424057594
ATG3	sc_wt	738	23.918889435253426
XP_003132745	sc_wt	738	26.13384914606909
XP_003132922	sc_wt	738	25.171348468186544
TMEM120B	sc_wt	738	NA
XP_003132938	sc_wt	738	31.36442361120501
XP_003133034	sc_wt	738	NA
SNAP29	sc_wt	738	NA
CRKL	sc_wt	738	24.594685436690277
XPNPEP1	sc_wt	738	23.608625722695706
ATE1	sc_wt	738	NA
GMFG	sc_wt	738	NA
DARS	sc_wt	738	26.31319803635784
SPCS3	sc_wt	738	24.938898644213005
SLC25A4	sc_wt	738	27.8768953465888
XP_003133417	sc_wt	738	24.67379041355816
RBPMS	sc_wt	738	23.928409217119544
LIMS2	sc_wt	738	24.686616362031764
STK39	sc_wt	738	NA
HNRNPA3	sc_wt	738	27.469175260819465
XP_020931513	sc_wt	738	NA
NIF3L1	sc_wt	738	23.21818362176738
NDUFS1	sc_wt	738	26.42532796909596
XP_003133677	sc_wt	738	24.265564687520627
FN1	sc_wt	738	29.893119552697083
DNAJB2	sc_wt	738	22.54552448192488
XP_003133809	sc_wt	738	NA
NDUFA10	sc_wt	738	24.901455809623236
NUP155	sc_wt	738	NA
C5orf51	sc_wt	738	NA
PAIP1	sc_wt	738	NA
MTREX	sc_wt	738	NA
XP_003134014	sc_wt	738	NA
GPX8	sc_wt	738	NA
MRPS36	sc_wt	738	NA
MAP1B	sc_wt	738	24.046934805933954
ERGIC1	sc_wt	738	25.462918836096964
NUDCD2	sc_wt	738	NA
CCDC69	sc_wt	738	NA
NDUFS6	sc_wt	738	NA
ASAH1	sc_wt	738	25.126207245933678
XP_003134284	sc_wt	738	NA
VPS16	sc_wt	738	NA
CPXM1	sc_wt	738	NA
XP_020933851	sc_wt	738	NA
CHMP4B	sc_wt	738	NA
TP53RK	sc_wt	738	NA
ZYX	sc_wt	738	26.75340631541227
CALD1	sc_wt	738	29.322962543546087
XP_003134717	sc_wt	738	23.928589938031827
ATP6V1F	sc_wt	738	22.449322981454255
FLNC	sc_wt	738	28.217710442158477
CALU	sc_wt	738	NA
XP_003134775	sc_wt	738	NA
LSM8	sc_wt	738	NA
GARS	sc_wt	738	23.783267646410422
AEBP1	sc_wt	738	24.937238026614143
BLVRA	sc_wt	738	NA
PIR	sc_wt	738	25.38719169672461
XP_020936181	sc_wt	738	26.187994294581443
DYNLT3	sc_wt	738	NA
CFP	sc_wt	738	NA
NDUFB11	sc_wt	738	NA
CCDC22	sc_wt	738	23.63145329802165
SMC1A	sc_wt	738	NA
HSD17B10	sc_wt	738	27.415787277757335
MAGT1	sc_wt	738	NA
TIMM8A	sc_wt	738	23.30813679474988
PRPS1	sc_wt	738	25.46746599835987
SEPT6	sc_wt	738	NA
BGN	sc_wt	738	30.516718908733296
BCAP31	sc_wt	738	28.19563578542301
SSR4	sc_wt	738	24.006330872961854
IDH3G	sc_wt	738	NA
MPP1	sc_wt	738	NA
SNX9	sc_wt	738	NA
MYO1E	sc_wt	738	NA
ACTR10	sc_wt	738	NA
ALDH1B1	sc_wt	738	NA
XP_003353762	sc_wt	738	NA
DPP3	sc_wt	738	NA
STIP1	sc_wt	738	27.15942514238467
SLC3A2	sc_wt	738	22.998777029108613
LRRN4CL	sc_wt	738	27.473362157518945
SSRP1	sc_wt	738	NA
XP_003353925	sc_wt	738	25.674410180019382
XP_003353965	sc_wt	738	26.031347677124053
CNN2	sc_wt	738	24.93021540832997
NDUFS7	sc_wt	738	NA
GAMT	sc_wt	738	NA
TIMM13	sc_wt	738	NA
LMNB2	sc_wt	738	25.650560294993834
EEF2	sc_wt	738	29.94209667521066
TMED1	sc_wt	738	23.866651092642837
MAPK9	sc_wt	738	NA
UQCRQ	sc_wt	738	NA
XP_013850661	sc_wt	738	25.800724371307215
BTNL9	sc_wt	738	NA
PCOLCE	sc_wt	738	28.768281717315848
XP_003354782	sc_wt	738	NA
VAMP8	sc_wt	738	NA
PCYOX1	sc_wt	738	29.27817094462316
HS1BP3	sc_wt	738	NA
MPC2	sc_wt	738	26.530931000173467
XP_020955502	sc_wt	738	29.30536901070726
ATP5PB	sc_wt	738	26.993344766910862
WDR77	sc_wt	738	NA
XP_003355441	sc_wt	738	NA
STRAP	sc_wt	738	24.600425195669636
LPCAT3	sc_wt	738	23.40859822233724
APRT	sc_wt	738	24.314581584812846
POLR2C	sc_wt	738	NA
COQ9	sc_wt	738	24.10541557140674
CIAPIN1	sc_wt	738	NA
ACTN4	sc_wt	738	31.063618390710058
BLVRB	sc_wt	738	27.722470902516214
FBL	sc_wt	738	NA
PRX	sc_wt	738	NA
PTGIR	sc_wt	738	25.682657321016308
EHD2	sc_wt	738	32.43673503284034
RRAS	sc_wt	738	28.96785209731262
PRMT1	sc_wt	738	NA
PITHD1	sc_wt	738	23.549572239164423
HMGCL	sc_wt	738	NA
YARS	sc_wt	738	23.902146171418853
CUTA	sc_wt	738	23.83238708544929
FAH	sc_wt	738	28.21881921257879
HSPA2	sc_wt	738	27.140144353541995
NEK9	sc_wt	738	NA
MFSD10	sc_wt	738	NA
XP_003356895	sc_wt	738	NA
BST1	sc_wt	738	24.676106439022725
LAP3	sc_wt	738	29.697898700274543
UGDH	sc_wt	738	27.795321221163558
EXOC1	sc_wt	738	NA
JCHAIN	sc_wt	738	26.73130349180304
GC	sc_wt	738	32.366900251986785
AFM	sc_wt	738	28.826931786454825
XP_003357065	sc_wt	738	NA
NUDT9	sc_wt	738	NA
ILK	sc_wt	738	27.890759119433277
TPP1	sc_wt	738	NA
CAVIN3	sc_wt	738	30.68160554739084
PPME1	sc_wt	738	NA
PPP2R1B	sc_wt	738	NA
ARCN1	sc_wt	738	24.859180626750028
RAB29	sc_wt	738	24.901041433920504
FAM126A	sc_wt	738	NA
PARP1	sc_wt	738	24.256451161719045
CSRP1	sc_wt	738	30.044920061080894
C9orf64	sc_wt	738	NA
GALT	sc_wt	738	NA
ACO1	sc_wt	738	29.67804929996587
RAB18	sc_wt	738	26.345737936223355
NEBL	sc_wt	738	NA
ACTG1	sc_wt	738	NA
EXOC7	sc_wt	738	NA
XP_020922347	sc_wt	738	24.8854390730771
GNA13	sc_wt	738	24.95615420760245
POLDIP2	sc_wt	738	NA
PFAS	sc_wt	738	NA
SACM1L	sc_wt	738	25.598211558701664
ABHD14B	sc_wt	738	28.263560347556233
PFN2	sc_wt	738	25.93499090762632
GFM1	sc_wt	738	NA
LXN	sc_wt	738	25.141489760188016
DCUN1D1	sc_wt	738	NA
XP_003358841	sc_wt	738	NA
CD200	sc_wt	738	NA
ALCAM	sc_wt	738	NA
CCT8	sc_wt	738	27.687524338875132
XP_003359029	sc_wt	738	25.03187347511986
XP_003359054	sc_wt	738	27.151124338491087
MSRA	sc_wt	738	24.23103304403439
XP_003359136	sc_wt	738	23.257530565496026
ADK	sc_wt	738	NA
RALB	sc_wt	738	NA
PSMD14	sc_wt	738	24.690564568380015
NCKAP1	sc_wt	738	NA
TNPO1	sc_wt	738	25.295895862705063
NSUN2	sc_wt	738	NA
RBM39	sc_wt	738	NA
TGM2	sc_wt	738	30.66509238953184
PIGT	sc_wt	738	NA
ABCB8	sc_wt	738	NA
UBE2H	sc_wt	738	NA
XP_020934645	sc_wt	738	NA
XP_003360255	sc_wt	738	25.622348807288954
XP_003360292	sc_wt	738	27.019031410574513
XP_003360318	sc_wt	738	NA
XP_003360530	sc_wt	738	NA
G6PD	sc_wt	738	28.339685977316012
GDI1	sc_wt	738	27.503017854777738
XP_005658616	sc_wt	738	NA
COTL1	sc_wt	738	25.350129602503067
NDUFB4	sc_wt	738	24.48983620337991
RPS27L	sc_wt	738	25.27930508316996
TJP1	sc_wt	738	26.263327520483887
XP_020922671	sc_wt	738	NA
CD44	sc_wt	738	25.59023707117883
LYVE1	sc_wt	738	NA
NDUFB7	sc_wt	738	NA
TUBB4A	sc_wt	738	NA
REEP5	sc_wt	738	28.887392810130613
GNB2	sc_wt	738	28.083194033007942
PGP	sc_wt	738	NA
IMMT	sc_wt	738	26.056144853002426
CNRIP1	sc_wt	738	NA
LGALSL	sc_wt	738	NA
ATL2	sc_wt	738	NA
IAH1	sc_wt	738	NA
ACP1	sc_wt	738	25.252197654032432
OXR1	sc_wt	738	NA
CSDE1	sc_wt	738	NA
DBT	sc_wt	738	NA
ST13	sc_wt	738	28.632528396240073
RAB21	sc_wt	738	24.764458583488917
ACSS3	sc_wt	738	24.33394967544763
XP_020950067	sc_wt	738	NA
BCAM	sc_wt	738	30.645985826177558
LAMA3	sc_wt	738	23.128867840229933
SERPINB1	sc_wt	738	27.598538141802464
ISCA2	sc_wt	738	NA
SEC24D	sc_wt	738	NA
XP_003482544	sc_wt	738	26.826749991426855
XP_003482611	sc_wt	738	NA
PPP1R12B	sc_wt	738	NA
NUDT5	sc_wt	738	25.02038860262276
RPL21	sc_wt	738	NA
PSMD12	sc_wt	738	24.19865485966505
ATP6V0A1	sc_wt	738	NA
EIF1	sc_wt	738	NA
BTD	sc_wt	738	NA
GPD1L	sc_wt	738	26.17685505358073
SLC25A20	sc_wt	738	NA
VPS26C	sc_wt	738	25.413610111309776
SPTLC1	sc_wt	738	NA
ATP6V1B2	sc_wt	738	24.57305679697172
VPS29	sc_wt	738	27.026226911978718
ERP29	sc_wt	738	26.24125409309779
COQ5	sc_wt	738	NA
PBLD	sc_wt	738	NA
SEC24C	sc_wt	738	NA
RASSF4	sc_wt	738	NA
PGAM1	sc_wt	738	29.641875654608782
GSR	sc_wt	738	25.06525538301518
XP_013840158	sc_wt	738	25.794466239344064
RBBP9	sc_wt	738	NA
CALU.1	sc_wt	738	28.392270184103957
SEC22B	sc_wt	738	27.537418436519154
AHSG	sc_wt	738	33.56966503896794
CAVIN2	sc_wt	738	28.664312618496595
XP_005652622	sc_wt	738	24.090955563537285
KRT18	sc_wt	738	27.312592316433737
ENO2	sc_wt	738	NA
SRL	sc_wt	738	NA
PEPD	sc_wt	738	29.06311689905343
VWA1	sc_wt	738	24.653488014875716
ROCK1	sc_wt	738	NA
UNC45A	sc_wt	738	23.30730310790733
ANPEP	sc_wt	738	27.359258539337873
XP_005653705	sc_wt	738	26.35235411169762
NUMA1	sc_wt	738	25.54639617965641
SEPT9	sc_wt	738	26.131397933647076
SRP68	sc_wt	738	NA
UBXN4	sc_wt	738	NA
PTGIS	sc_wt	738	27.191029385458165
TMX3	sc_wt	738	25.05969696832765
TRIP10	sc_wt	738	NA
HNRNPM	sc_wt	738	27.09667655446871
XP_005654909	sc_wt	738	NA
SUCLG1	sc_wt	738	26.103315825677274
RPL8	sc_wt	738	25.89189492644739
XP_005655478	sc_wt	738	27.690324783056088
TUBA1B.2	sc_wt	738	24.362857223615766
ANO6	sc_wt	738	23.8984604185273
PDCD5	sc_wt	738	25.42168939203261
ETHE1	sc_wt	738	26.417623218647883
IRGQ	sc_wt	738	22.073753249192016
RER1	sc_wt	738	NA
CDC42	sc_wt	738	27.498688057275846
AK4	sc_wt	738	27.020621741480607
ALDH6A1	sc_wt	738	27.60243722416148
LTBP2	sc_wt	738	NA
SETD7	sc_wt	738	24.694927024442165
SEC31A	sc_wt	738	25.768325892686786
IARS2	sc_wt	738	NA
VAT1	sc_wt	738	29.69464811575173
SCPEP1	sc_wt	738	NA
TRIM25	sc_wt	738	25.9322672055473
XP_020923221	sc_wt	738	NA
MYO1C	sc_wt	738	NA
DMTN	sc_wt	738	NA
AP1B1.2	sc_wt	738	24.503063362551895
AP1B1.3	sc_wt	738	24.503063362551895
AIFM2	sc_wt	738	25.456572499555094
XP_005657482	sc_wt	738	NA
SEPT7	sc_wt	738	27.204711428632258
XP_005657854	sc_wt	738	NA
PBDC1	sc_wt	738	NA
XP_005658198	sc_wt	738	24.131397933647076
FNDC1	sc_wt	738	24.5243245797652
TPM1	sc_wt	738	NA
TPM1.1	sc_wt	738	NA
TPM1.2	sc_wt	738	25.499752720788
FAM98B	sc_wt	738	NA
RPL4	sc_wt	738	28.410661672091944
RRAGB	sc_wt	738	NA
TPM2.1	sc_wt	738	NA
TMEM245	sc_wt	738	24.644274390962735
XP_005660429	sc_wt	738	32.000481170203486
RAB14	sc_wt	738	27.890585192485663
XP_005660499	sc_wt	738	27.294126125260075
NAP1L4	sc_wt	738	25.040176658173372
EFEMP2	sc_wt	738	NA
GANAB.1	sc_wt	738	29.037136655965003
XP_005660840	sc_wt	738	NA
XP_005660855	sc_wt	738	28.284891860487072
XP_005660860	sc_wt	738	23.69699723126923
CTNND1	sc_wt	738	25.733684219931355
ACCS	sc_wt	738	NA
CAPRIN1	sc_wt	738	NA
XP_005661108	sc_wt	738	NA
TPM4.1	sc_wt	738	NA
CIRBP	sc_wt	738	NA
LMAN2	sc_wt	738	26.832314644634792
XP_005661680	sc_wt	738	26.602012381446983
SEPT8	sc_wt	738	26.34340153263287
HSPA4	sc_wt	738	26.517402435100838
HSPA9	sc_wt	738	28.09672681470808
XP_020940518	sc_wt	738	25.695192601646106
PFDN1	sc_wt	738	NA
XP_005661912	sc_wt	738	24.876567530532785
XP_005662019	sc_wt	738	29.524511406540675
GTF2I	sc_wt	738	NA
XP_005662075	sc_wt	738	26.841461653094218
VASN	sc_wt	738	NA
ASPN	sc_wt	738	31.1727175501367
XP_013851302	sc_wt	738	25.763521793155412
XP_005662419	sc_wt	738	26.06373409480226
GFPT1	sc_wt	738	26.95770465916585
RTN4.1	sc_wt	738	29.749031944856068
RTN4.2	sc_wt	738	NA
RPS7	sc_wt	738	26.491045086699177
COL14A1	sc_wt	738	NA
RAD21	sc_wt	738	NA
CPNE3	sc_wt	738	26.415223142605818
XP_005663205	sc_wt	738	30.989695622981706
NDUFS2	sc_wt	738	NA
NIT1	sc_wt	738	NA
SPTA1	sc_wt	738	24.52318815194678
NES	sc_wt	738	24.018012678009487
TPM3.1	sc_wt	738	NA
TPM3.2	sc_wt	738	28.905352021278368
ILF2	sc_wt	738	26.348813505746307
CLCC1	sc_wt	738	NA
FBLN1	sc_wt	738	23.998346643663194
TST	sc_wt	738	28.758720701362925
RAP1B	sc_wt	738	NA
PPFIBP1	sc_wt	738	NA
TWF1	sc_wt	738	24.738717377367443
IKBIP.1	sc_wt	738	NA
XP_005664319	sc_wt	738	26.499843941112452
GLG1	sc_wt	738	24.88966883104742
XP_005664555	sc_wt	738	26.34884726681905
XP_005664641	sc_wt	738	25.311536024894743
ALDH16A1	sc_wt	738	23.464134892591687
AKT1S1	sc_wt	738	NA
TINAGL1	sc_wt	738	27.31432227052422
ZBTB8OS	sc_wt	738	NA
TRAPPC3	sc_wt	738	24.944181935289894
MAPRE2	sc_wt	738	NA
ORC1	sc_wt	738	NA
EPS15	sc_wt	738	NA
XP_013854888	sc_wt	738	NA
XP_005665814	sc_wt	738	NA
HSD17B8	sc_wt	738	NA
TAPBP	sc_wt	738	23.626448762123367
LEMD2	sc_wt	738	23.446574485757903
XPO5	sc_wt	738	24.4705412142224
COX5A	sc_wt	738	27.085069934820726
PKM.1	sc_wt	738	24.396367509308178
XP_005666247	sc_wt	738	25.182946827568376
CLEC14A	sc_wt	738	23.42739162477585
USO1	sc_wt	738	25.836630592873956
RPL34	sc_wt	738	NA
XP_005667226	sc_wt	738	25.04013484274387
ENDOD1	sc_wt	738	NA
CUL5	sc_wt	738	NA
ACAT1	sc_wt	738	27.064145411994183
CRYAB	sc_wt	738	29.095293711284633
NCAM1	sc_wt	738	23.9538475983875
ESAM	sc_wt	738	NA
C4BPA.1	sc_wt	738	27.45591438578672
GNG11	sc_wt	738	NA
CACNA2D1	sc_wt	738	25.815189385609845
SWT1	sc_wt	738	NA
BROX	sc_wt	738	NA
VIM	sc_wt	738	35.14994260208853
COMMD3	sc_wt	738	22.77154830604508
ECHDC3	sc_wt	738	NA
XP_005668301	sc_wt	738	NA
DCLK1	sc_wt	738	NA
POSTN	sc_wt	738	27.72240575632213
SUGT1	sc_wt	738	24.890457632729696
SLC4A1	sc_wt	738	25.83624533483284
XP_005669175	sc_wt	738	NA
MYBBP1A	sc_wt	738	NA
PLSCR3	sc_wt	738	23.586004110169572
COL6A5	sc_wt	738	26.49102979070697
XP_020926252	sc_wt	738	NA
ATRIP	sc_wt	738	NA
TWF2	sc_wt	738	25.070546822644058
CCDC66	sc_wt	738	NA
COPB2	sc_wt	738	27.062705288482626
PCOLCE2	sc_wt	738	24.00735788495816
GOLIM4	sc_wt	738	23.369195817643124
XP_005670470	sc_wt	738	NA
XP_020930031	sc_wt	738	NA
SCARA5	sc_wt	738	NA
NEFH	sc_wt	738	NA
MMRN2	sc_wt	738	24.330124164314153
TM9SF3	sc_wt	738	NA
SMC3	sc_wt	738	NA
ABLIM1	sc_wt	738	24.38804619867599
FAM45A	sc_wt	738	23.26799479121089
XP_020932267	sc_wt	738	NA
TSN	sc_wt	738	25.0835491204831
PDLIM3.1	sc_wt	738	NA
SORBS2	sc_wt	738	NA
SORBS2.1	sc_wt	738	25.657827607275546
ERLIN2	sc_wt	738	26.503397042374445
FMNL2	sc_wt	738	27.18290895211279
FAP	sc_wt	738	NA
XP_013839887	sc_wt	738	30.31958585466931
XP_020931159	sc_wt	738	NA
NDUFS4	sc_wt	738	NA
MCCC2	sc_wt	738	26.06574842948399
ANXA6	sc_wt	738	30.14782940648923
HSPA12B	sc_wt	738	26.30246517353727
TM9SF4	sc_wt	738	NA
ACSS2	sc_wt	738	27.250337312006906
XP_005673018	sc_wt	738	29.094664707760185
XP_005673164	sc_wt	738	NA
HNRNPA2B1	sc_wt	738	29.568446907890415
DBNL	sc_wt	738	24.840957671589475
CA5B	sc_wt	738	NA
SH3KBP1	sc_wt	738	NA
