name	condition	replicate	intensity
XP_020928261	sc_wt	741	NA
COX6C	sc_wt	741	NA
NDUFV2	sc_wt	741	24.648010806167495
XP_020953511	sc_wt	741	27.0296006522847
XP_020923829	sc_wt	741	NA
RPL27	sc_wt	741	26.3461438813216
XP_003128784	sc_wt	741	NA
RPS26	sc_wt	741	NA
RPIA	sc_wt	741	27.049471358418206
CSTB	sc_wt	741	28.80310423263904
LGALS3	sc_wt	741	27.70859369258494
HSPH1	sc_wt	741	NA
ADSSL1	sc_wt	741	NA
SDHD	sc_wt	741	NA
PGRMC2	sc_wt	741	27.898506548602633
AP3B1	sc_wt	741	25.569816214714354
RABGGTA	sc_wt	741	NA
RPLP0	sc_wt	741	28.101643843673333
SFXN1	sc_wt	741	NA
PNPLA2	sc_wt	741	27.55873763016602
FASN	sc_wt	741	32.16767247827543
FABP3	sc_wt	741	31.537094386227036
PGK1	sc_wt	741	31.348260555758902
CAPN2	sc_wt	741	29.22513217985541
IGFBP6	sc_wt	741	23.98711131728646
PPP2R5A	sc_wt	741	24.55139237843959
EIF4A3	sc_wt	741	24.513040337360227
EIF4A2	sc_wt	741	28.486579424314172
EIF4A1	sc_wt	741	NA
ACOX1	sc_wt	741	25.529755094283356
C2	sc_wt	741	NA
SKIV2L	sc_wt	741	NA
DPM1	sc_wt	741	23.78775752014321
NP_001095294	sc_wt	741	29.87054531064261
SNCG	sc_wt	741	29.590494080816548
XP_020921683	sc_wt	741	NA
SDHB	sc_wt	741	26.710171414467386
COL5A3	sc_wt	741	NA
COL5A2	sc_wt	741	NA
LNPEP	sc_wt	741	25.914790220066845
COPS6	sc_wt	741	NA
COPS5	sc_wt	741	NA
COPS2	sc_wt	741	24.35675929081762
XP_020955925	sc_wt	741	25.644164349771202
SEC62	sc_wt	741	24.61666774133078
SIRT5	sc_wt	741	NA
CDH13	sc_wt	741	28.778907847808856
TRARG1	sc_wt	741	28.940753357584118
BCAS1	sc_wt	741	NA
CNPY3	sc_wt	741	NA
SERPINB9	sc_wt	741	24.36198766680378
LMNA	sc_wt	741	31.414426933801966
SUMO1	sc_wt	741	NA
TKT	sc_wt	741	30.910993764655647
HNRNPAB	sc_wt	741	NA
PLA2G7	sc_wt	741	NA
CRAT	sc_wt	741	23.944762811349822
RPL7	sc_wt	741	27.32594551428123
LDHB	sc_wt	741	32.56658376001094
LRPAP1	sc_wt	741	25.474631331768578
ECI2	sc_wt	741	NA
CAPZB	sc_wt	741	27.866085070910255
PPP2R5D	sc_wt	741	NA
NP_001107167	sc_wt	741	26.392229233931776
NP_001107174	sc_wt	741	NA
XP_013833074	sc_wt	741	NA
HLA-DRA	sc_wt	741	24.55139237843959
SLA-5	sc_wt	741	NA
ACACA	sc_wt	741	28.808515190846556
SIRT2	sc_wt	741	25.73018941151281
RELA	sc_wt	741	NA
AIMP1	sc_wt	741	27.04656018265777
RPL5	sc_wt	741	26.485528023126587
SGCB	sc_wt	741	25.986460448044827
LIMA1	sc_wt	741	NA
GPX3	sc_wt	741	26.01945567025729
MFGE8	sc_wt	741	NA
F2	sc_wt	741	29.269836974911485
RTCB	sc_wt	741	25.894788349639107
HK2	sc_wt	741	NA
ABCF1	sc_wt	741	NA
ACE2	sc_wt	741	NA
AMPD1	sc_wt	741	NA
ASPA	sc_wt	741	28.07841722928351
XP_020948874	sc_wt	741	NA
NP_001116558	sc_wt	741	27.15344565040121
C4A	sc_wt	741	29.953658914318137
CAV2	sc_wt	741	28.561253037386308
CDC37	sc_wt	741	26.168290776074137
CTSZ	sc_wt	741	NA
GNAI2	sc_wt	741	30.072398340097173
GNAI3	sc_wt	741	28.15503938849447
GUSB	sc_wt	741	23.696360560896633
H2AFV	sc_wt	741	26.418202504394337
NP_001116599	sc_wt	741	NA
LIPA	sc_wt	741	NA
LSM2	sc_wt	741	NA
MYH4	sc_wt	741	21.859616678160975
NPEPL1	sc_wt	741	24.74396410808231
XP_020937603	sc_wt	741	NA
PCK1	sc_wt	741	22.710492006943152
PCK1.1	sc_wt	741	22.710492006943152
PFDN4	sc_wt	741	NA
PHGDH	sc_wt	741	28.58616879852359
PPP1R11	sc_wt	741	NA
PYGL	sc_wt	741	29.2452452421816
RAB1B	sc_wt	741	29.130455560281106
RAB5A	sc_wt	741	25.242272226549282
RAP2B	sc_wt	741	NA
RARRES2	sc_wt	741	NA
XP_020941207	sc_wt	741	NA
RHOG	sc_wt	741	28.228209514007656
SERPING1	sc_wt	741	26.455757647773538
TES	sc_wt	741	24.45550683152797
NP_001116676	sc_wt	741	24.434026477022257
VAPB	sc_wt	741	26.1631353793225
BCKDHB	sc_wt	741	NA
NP_001116693	sc_wt	741	NA
PON2	sc_wt	741	NA
SLC2A4	sc_wt	741	23.436697310936964
F11R	sc_wt	741	NA
SLC16A1	sc_wt	741	25.265886554017616
CYBRD1	sc_wt	741	NA
PRPF19	sc_wt	741	24.869477875026316
FITM2	sc_wt	741	NA
ISG15	sc_wt	741	NA
FLOT1	sc_wt	741	26.000368339813047
CRABP1	sc_wt	741	NA
TPM2	sc_wt	741	29.802549693548823
CKM	sc_wt	741	NA
AIF1	sc_wt	741	NA
XP_020932965	sc_wt	741	NA
RPS20	sc_wt	741	27.46878696986277
RPL23	sc_wt	741	25.713374137869245
SERPINC1	sc_wt	741	29.191758928587358
SAT2	sc_wt	741	25.664461824691227
RTN4	sc_wt	741	NA
CD209	sc_wt	741	NA
UQCR10	sc_wt	741	NA
TFAM	sc_wt	741	NA
ADAM10	sc_wt	741	NA
THBD	sc_wt	741	NA
ADSL	sc_wt	741	NA
LPIN1	sc_wt	741	NA
ATIC	sc_wt	741	26.105315652782387
STIM1	sc_wt	741	NA
IFI30	sc_wt	741	NA
ACTR3	sc_wt	741	27.999916929988103
ACTR2	sc_wt	741	26.39915781767619
ARPC1B	sc_wt	741	27.02970595464896
ARPC5	sc_wt	741	26.50074063388892
SELENOP	sc_wt	741	NA
CYP3A39	sc_wt	741	NA
APPL1	sc_wt	741	25.500512713978882
PGAM2	sc_wt	741	NA
USP7	sc_wt	741	NA
PRPF3	sc_wt	741	NA
RPS3A	sc_wt	741	26.829172043604714
RPS16	sc_wt	741	27.449710249596933
ERO1A	sc_wt	741	26.966862556796897
GRB2	sc_wt	741	25.607243384925255
ERP44	sc_wt	741	26.792655475319567
NCK1	sc_wt	741	NA
VPS26B	sc_wt	741	NA
CRK	sc_wt	741	25.91684128357762
SLC9A3R2	sc_wt	741	23.878392986420575
NP_001132943	sc_wt	741	24.60614220949246
PSMA6	sc_wt	741	27.24997580225349
RPL26L1	sc_wt	741	NA
DKC1	sc_wt	741	NA
C1QTNF2	sc_wt	741	NA
MAT2B	sc_wt	741	NA
RAD18	sc_wt	741	NA
LGALS13	sc_wt	741	25.880986774719382
AGPAT3	sc_wt	741	NA
CPNE1	sc_wt	741	NA
XP_020935074	sc_wt	741	NA
MAP2K1	sc_wt	741	NA
MGLL	sc_wt	741	28.80633480263918
SLC9A3R1	sc_wt	741	NA
STK26	sc_wt	741	23.455255971669764
SGCA	sc_wt	741	24.169667539551327
SGCD	sc_wt	741	26.900926308433398
SGCE	sc_wt	741	24.604955387533114
HBB	sc_wt	741	35.844107103934384
HBB.1	sc_wt	741	35.844107103934384
NDUFB8	sc_wt	741	NA
XP_020944406	sc_wt	741	27.299376431440024
PSMB3	sc_wt	741	25.162885766476837
PSMB6	sc_wt	741	26.607666690236393
GPAT4	sc_wt	741	NA
ARF5	sc_wt	741	NA
RBP7	sc_wt	741	NA
XP_005665847	sc_wt	741	NA
BAG6	sc_wt	741	NA
DYNLT1	sc_wt	741	NA
XP_020948917	sc_wt	741	NA
CLTC	sc_wt	741	30.62060558848733
THY1	sc_wt	741	29.035826591728302
FSCN1	sc_wt	741	28.931004906476257
CYB5B	sc_wt	741	27.801193255528496
PDK1	sc_wt	741	NA
NQO1	sc_wt	741	25.75674361836091
KRT8	sc_wt	741	26.758117056615088
XP_020938111	sc_wt	741	NA
PTMA	sc_wt	741	NA
PRMT5	sc_wt	741	NA
S100A12	sc_wt	741	NA
XP_020946634	sc_wt	741	26.42686399377249
MAL2	sc_wt	741	27.146179114232766
PCK2	sc_wt	741	NA
OTUB1	sc_wt	741	26.577875258333723
CDH1	sc_wt	741	NA
PROCR	sc_wt	741	NA
IGFBP7	sc_wt	741	NA
MYL6	sc_wt	741	31.21430952216809
ANXA1	sc_wt	741	31.48058308108618
ALOX5AP	sc_wt	741	NA
F9	sc_wt	741	28.023691419162855
AMBP	sc_wt	741	25.998712479476268
IDH2	sc_wt	741	26.39687375534469
PPP2R2A	sc_wt	741	25.943444332554048
SLC25A3	sc_wt	741	26.792283118873858
ACTA2	sc_wt	741	34.52525146985801
ACAN	sc_wt	741	NA
CDS2	sc_wt	741	NA
TMCO1	sc_wt	741	NA
ACSL1	sc_wt	741	29.347584909369342
FBP2	sc_wt	741	27.153155690588978
PRKAA1	sc_wt	741	NA
IVD	sc_wt	741	27.797734738363214
ACAA2	sc_wt	741	27.45865454813163
ANXA4	sc_wt	741	30.46129192766053
ATOX1	sc_wt	741	27.616597637827724
MAT2A	sc_wt	741	25.70387654428258
XP_005656819	sc_wt	741	NA
SCP2	sc_wt	741	26.37094237167759
SH3GLB1	sc_wt	741	25.967808132143535
CCT2	sc_wt	741	27.82213685963076
CCT7	sc_wt	741	27.038210021648528
GNAS	sc_wt	741	27.931004906476257
COPB1	sc_wt	741	27.297191125437514
CALR	sc_wt	741	29.88589576344492
APOC2	sc_wt	741	NA
PMP2	sc_wt	741	NA
CNPY2	sc_wt	741	25.676752108689662
RANBP1	sc_wt	741	26.17904042291003
FDPS	sc_wt	741	27.44158103477269
LTA4H	sc_wt	741	27.556254379849573
NP_001172062	sc_wt	741	25.849453781004282
ARPC5L	sc_wt	741	NA
ARPC3	sc_wt	741	27.019031410574513
NANS	sc_wt	741	NA
NP_001172070	sc_wt	741	25.24114496474276
ATP5F1A	sc_wt	741	31.075015561525845
ERH	sc_wt	741	NA
SSR1	sc_wt	741	NA
SCAMP3	sc_wt	741	NA
XP_020944286	sc_wt	741	NA
NDUFA6	sc_wt	741	24.346786394213012
NP_001172109	sc_wt	741	NA
DNPEP	sc_wt	741	22.24033715825756
APOA2	sc_wt	741	25.907290457180803
S100A14	sc_wt	741	NA
HOGA1	sc_wt	741	NA
ECHS1	sc_wt	741	28.80147081253212
RPL30	sc_wt	741	25.710802020428968
DYNLRB1	sc_wt	741	26.31319803635784
XRCC6	sc_wt	741	NA
SLC25A1	sc_wt	741	25.786486807275164
ATP6V1G1	sc_wt	741	24.41441685239264
CAMK1	sc_wt	741	NA
NDUFA8	sc_wt	741	25.65162809608817
ACYP1	sc_wt	741	24.2244239235642
SNRPC	sc_wt	741	NA
ATP6V1C1	sc_wt	741	23.67831128510191
XP_020944224	sc_wt	741	24.586576858218262
DDRGK1	sc_wt	741	22.451789643732237
SNRPF	sc_wt	741	NA
DIABLO	sc_wt	741	NA
PCBD1	sc_wt	741	NA
COX6A1	sc_wt	741	NA
SNU13	sc_wt	741	NA
KPNA3	sc_wt	741	23.488978659493053
DECR1	sc_wt	741	27.59334666709616
ARPC2	sc_wt	741	26.97563476618073
GPD1	sc_wt	741	30.600630777967634
ATG7	sc_wt	741	24.54704372207062
GABARAP	sc_wt	741	23.949490477321437
INPP5K	sc_wt	741	22.1796783064222
SOD1	sc_wt	741	30.605672542537864
AGO3	sc_wt	741	NA
PDIA3	sc_wt	741	30.264164627113388
DYNLL1	sc_wt	741	25.685039397688254
PDIA6	sc_wt	741	28.491366265079048
ABHD16A	sc_wt	741	NA
COMT	sc_wt	741	27.206668763031967
CPSF6	sc_wt	741	NA
ELAVL1	sc_wt	741	25.13743022600914
FKBP4	sc_wt	741	24.884926942520703
SDR16C5	sc_wt	741	26.362639883543025
VARS	sc_wt	741	25.961308552010465
GYS1	sc_wt	741	26.510763805799474
GYS2	sc_wt	741	NA
SRSF9	sc_wt	741	NA
PCMT1	sc_wt	741	27.573186846955213
PIP4K2A	sc_wt	741	NA
HSDL2	sc_wt	741	NA
STAT6	sc_wt	741	NA
PSAP	sc_wt	741	27.355818855408224
MAPK1	sc_wt	741	27.933821021055554
CLIC5	sc_wt	741	NA
SLC25A24	sc_wt	741	24.56045878835199
SLC37A4	sc_wt	741	NA
AHCYL1	sc_wt	741	NA
XP_003124283	sc_wt	741	NA
ARHGDIA	sc_wt	741	30.05917605693161
SELENOO	sc_wt	741	NA
TMED7	sc_wt	741	25.087762909651456
PALM2	sc_wt	741	24.53516524418438
RPS4X	sc_wt	741	27.881103502341187
TMED3	sc_wt	741	NA
XP_020941366	sc_wt	741	NA
NME1	sc_wt	741	24.987154698130535
MACROD1	sc_wt	741	NA
FPGT	sc_wt	741	NA
UBE2V1	sc_wt	741	26.024811811285673
ETFB	sc_wt	741	27.24408853679912
TBCB	sc_wt	741	NA
POLR2I	sc_wt	741	NA
G3BP1	sc_wt	741	NA
CCAR2	sc_wt	741	NA
GAPDH	sc_wt	741	31.49041973081722
LMF2	sc_wt	741	24.807889050421824
LOX	sc_wt	741	NA
VCAN	sc_wt	741	26.660985383971525
ARPC4	sc_wt	741	27.682175074159765
RAB10	sc_wt	741	26.804643501548146
ACTN1	sc_wt	741	29.210761253804066
AP2B1	sc_wt	741	26.824930780088046
HK1	sc_wt	741	28.69720276274491
CANX	sc_wt	741	28.191217689973328
CSE1L	sc_wt	741	24.766481999025213
FAM129A	sc_wt	741	25.69922336756152
LONP1	sc_wt	741	26.801809976369285
PSPH	sc_wt	741	NA
CASQ1	sc_wt	741	NA
RAB6A	sc_wt	741	28.129031015784772
RAB35	sc_wt	741	24.299708308331315
COL3A1	sc_wt	741	26.529963552557163
CYP27A1	sc_wt	741	NA
FHL5	sc_wt	741	NA
NP_001230248	sc_wt	741	33.82960304531566
LUM	sc_wt	741	32.694531887881624
PSMF1	sc_wt	741	NA
POLR2H	sc_wt	741	NA
NP_001230274	sc_wt	741	27.3023431454037
ART4	sc_wt	741	NA
XP_020943044	sc_wt	741	24.209850748856905
TMX4	sc_wt	741	NA
HDDC3	sc_wt	741	NA
LACTB2	sc_wt	741	NA
XP_005655824	sc_wt	741	NA
NAXD	sc_wt	741	27.212246558655306
SNRPD3	sc_wt	741	25.783067771785433
TCP1	sc_wt	741	28.032913990145406
TUBB2B	sc_wt	741	NA
UFL1	sc_wt	741	24.612117978043056
STX12	sc_wt	741	24.429819436852
C12orf57	sc_wt	741	NA
EIF4H	sc_wt	741	NA
NP_001230394	sc_wt	741	24.363325229518622
XP_005663294	sc_wt	741	24.858089921268203
RTCA	sc_wt	741	22.961039124262477
PSMD2	sc_wt	741	26.635333748117585
RPL9	sc_wt	741	26.085252324855567
NCEH1	sc_wt	741	NA
BPHL	sc_wt	741	25.139422386480707
SNAPIN	sc_wt	741	NA
SCAMP2	sc_wt	741	25.133672797842735
RTRAF	sc_wt	741	24.238268276596962
DYNC1I2	sc_wt	741	26.548440834590004
GOLT1B	sc_wt	741	NA
ADIRF	sc_wt	741	32.30454242586537
AP3M1	sc_wt	741	NA
EEF1B2	sc_wt	741	24.880356282311073
PI16	sc_wt	741	27.419087075389957
EEF1E1	sc_wt	741	NA
HNRNPH3	sc_wt	741	25.181203526634363
PHB2	sc_wt	741	27.144721404660544
NHLRC2	sc_wt	741	25.12048374615124
CKB	sc_wt	741	29.1488235241692
EIF6	sc_wt	741	26.956265009418168
RAC1	sc_wt	741	28.964771295261396
FH	sc_wt	741	25.564156701879554
PLCD1	sc_wt	741	27.839180332176348
VAMP7	sc_wt	741	NA
XP_020927616	sc_wt	741	25.214304889600516
TSNAX	sc_wt	741	NA
LHPP	sc_wt	741	25.914151516246765
DYNC1LI2	sc_wt	741	25.53848451114938
RRAGD	sc_wt	741	23.718687552137517
LAMTOR2	sc_wt	741	NA
CTSA	sc_wt	741	NA
ARMT1	sc_wt	741	NA
GSTZ1	sc_wt	741	25.450072235558157
AP2M1	sc_wt	741	NA
WDFY1	sc_wt	741	24.4529962678719
PSMA7	sc_wt	741	27.25682904491173
NP_001230582	sc_wt	741	NA
COL1A2	sc_wt	741	26.470075693570145
XP_020955505	sc_wt	741	31.650315479225238
ACTN2	sc_wt	741	NA
DPH5	sc_wt	741	NA
TCEA1	sc_wt	741	NA
HABP2	sc_wt	741	NA
XP_020953924	sc_wt	741	25.934316088847524
ADI1	sc_wt	741	27.075920907986788
SNRPN	sc_wt	741	24.323473734623093
TXN2	sc_wt	741	NA
CNDP2	sc_wt	741	27.194039312310053
XP_020930257	sc_wt	741	27.63796097899429
NDUFS3	sc_wt	741	25.707040581754224
PRPS2	sc_wt	741	NA
RAB8A	sc_wt	741	25.657064348662658
NUDC	sc_wt	741	NA
FKBP10	sc_wt	741	NA
CHID1	sc_wt	741	NA
AKR7A2	sc_wt	741	25.025213249515875
SEC61B	sc_wt	741	NA
NP_001230759	sc_wt	741	NA
CPOX	sc_wt	741	NA
XP_020941305	sc_wt	741	28.41453782465524
CD151	sc_wt	741	NA
RDH16	sc_wt	741	NA
RUVBL2	sc_wt	741	25.64998499765208
NP_001230809	sc_wt	741	25.219299415251964
GLRX3	sc_wt	741	25.97618126228215
SMU1	sc_wt	741	NA
XP_013837953	sc_wt	741	26.547735094209628
HSPA8	sc_wt	741	30.39723699987817
AP1M1	sc_wt	741	NA
CYB5R1	sc_wt	741	NA
CA4	sc_wt	741	25.23881492455079
ALDOC	sc_wt	741	31.860012920361783
NP_001230868	sc_wt	741	NA
TRAP1	sc_wt	741	NA
RPL3	sc_wt	741	27.339770914176352
XP_020924121	sc_wt	741	26.301087399450505
NP_001230997	sc_wt	741	25.620644038869482
RPS11	sc_wt	741	NA
EIF3L	sc_wt	741	26.888322231996156
XP_020927726	sc_wt	741	26.378850204130575
GNPDA1	sc_wt	741	NA
RBMXL1	sc_wt	741	24.656873470898617
TBCD	sc_wt	741	23.830647501186004
RPS10-NUDT3	sc_wt	741	25.581327715957134
SYAP1	sc_wt	741	NA
SYAP1.1	sc_wt	741	23.810784206489846
FGB	sc_wt	741	29.03750326087082
IKBIP	sc_wt	741	25.57129273967362
SERPINH1	sc_wt	741	30.557825167267417
NP_001231066	sc_wt	741	27.036010072352568
SRI	sc_wt	741	27.63020379061852
SSR3	sc_wt	741	23.958988057958617
COPS3	sc_wt	741	23.997571626163552
TAGLN	sc_wt	741	30.735618900608934
PSMC1	sc_wt	741	26.106034912466743
NUP93	sc_wt	741	NA
MDH2	sc_wt	741	29.71554898300797
SCARB2	sc_wt	741	25.476610252791637
FKBP3	sc_wt	741	25.66792990841727
DHRS7	sc_wt	741	28.601906151217502
SERPINB10	sc_wt	741	NA
SORD	sc_wt	741	26.342214952382193
DNAJA1	sc_wt	741	NA
MTCH1	sc_wt	741	NA
CHCHD3	sc_wt	741	24.187371405926893
CCT3	sc_wt	741	27.738537003446023
RCN2	sc_wt	741	26.797982050447626
PEX3	sc_wt	741	NA
XP_003125211	sc_wt	741	30.19753516396638
NP_001231142	sc_wt	741	26.073818612323638
SNX6	sc_wt	741	26.637270066169968
RBM14	sc_wt	741	NA
EIF4EBP1	sc_wt	741	NA
RGCC	sc_wt	741	25.82953500097362
XP_020947945	sc_wt	741	27.4905249319631
ARHGDIB	sc_wt	741	26.902307208314742
NUDT21	sc_wt	741	NA
PTER	sc_wt	741	26.034982280173192
RAB5C	sc_wt	741	26.374279888668863
LAMP2	sc_wt	741	NA
ME3	sc_wt	741	NA
RARS	sc_wt	741	26.477120003551512
EFEMP1	sc_wt	741	28.23008942645012
LNPK	sc_wt	741	24.25364092650263
ITGA2	sc_wt	741	NA
TXNL1	sc_wt	741	26.812131661094252
C1QB	sc_wt	741	25.09884620236163
XP_020949253	sc_wt	741	NA
TGIF1	sc_wt	741	NA
IPO5	sc_wt	741	26.140709967162767
NOP56	sc_wt	741	NA
NP_001231236	sc_wt	741	24.501910056262354
NAP1L1	sc_wt	741	27.201162821007546
XP_005660263	sc_wt	741	26.51549376015678
CRLF3	sc_wt	741	23.309247628329988
NEFL	sc_wt	741	NA
GAP43	sc_wt	741	NA
PIGS	sc_wt	741	24.32759101778541
PTP4A2	sc_wt	741	NA
NIT2	sc_wt	741	27.650135692940392
TMEM33	sc_wt	741	23.965696226857506
ADPRH	sc_wt	741	NA
CMBL	sc_wt	741	NA
PSMB1	sc_wt	741	NA
SEC61A1	sc_wt	741	26.147480090353277
SMTN	sc_wt	741	25.767391610976464
PIN1	sc_wt	741	NA
PRXL2A	sc_wt	741	29.022607193017727
THRSP	sc_wt	741	26.444079920678583
GHITM	sc_wt	741	NA
NAPA	sc_wt	741	26.286108885638207
PPID	sc_wt	741	24.771981446467034
TPD52	sc_wt	741	25.18112768313519
SCCPDH	sc_wt	741	NA
SGTA	sc_wt	741	24.84885709837524
SBDS	sc_wt	741	25.710880826796785
GFAP	sc_wt	741	NA
PDHB	sc_wt	741	26.73660300917871
ETFA	sc_wt	741	27.08567781195369
PPP6C	sc_wt	741	23.326768500636057
HMOX2	sc_wt	741	24.638541090171145
SDCBP	sc_wt	741	22.60356386750907
BCAS2	sc_wt	741	NA
CLIC2	sc_wt	741	24.423101031128496
DNAJB1	sc_wt	741	NA
XP_005666120	sc_wt	741	28.08380270089626
XP_020944209	sc_wt	741	NA
PLP2	sc_wt	741	27.362021120989706
RHOA	sc_wt	741	28.320274738550555
FAM49B	sc_wt	741	NA
NSFL1C	sc_wt	741	26.22609742388532
NME3	sc_wt	741	26.774421725339007
AP2S1	sc_wt	741	NA
PSMB4	sc_wt	741	NA
GMFB	sc_wt	741	25.793027735685687
ALDH5A1	sc_wt	741	NA
PSMA4	sc_wt	741	26.894233262324736
MYL9	sc_wt	741	28.329157643320876
IGF2R	sc_wt	741	NA
PRDX2	sc_wt	741	30.93030001808539
DERL1	sc_wt	741	NA
PTPRA	sc_wt	741	23.75999705464515
NUCB1	sc_wt	741	25.165073209334903
BZW1	sc_wt	741	24.998346643663194
GLUD1	sc_wt	741	28.897064286120333
XP_020935235	sc_wt	741	NA
DAZAP1	sc_wt	741	24.41473942255405
XP_020946851	sc_wt	741	26.18684268335946
PLA2G16	sc_wt	741	NA
FGG	sc_wt	741	29.61199842360575
TATDN1	sc_wt	741	NA
PRDX3	sc_wt	741	27.858457533715313
DHRS11	sc_wt	741	NA
AMIGO3	sc_wt	741	NA
NP_001231473	sc_wt	741	NA
SRRM2	sc_wt	741	NA
MAP2K2	sc_wt	741	25.071733703923627
AIMP2	sc_wt	741	NA
RPL17-C18orf32	sc_wt	741	25.35806816224429
NSF	sc_wt	741	NA
HNMT	sc_wt	741	25.687764590064393
H2AFY	sc_wt	741	27.301732849864383
PRKCSH	sc_wt	741	26.005260290801914
NP_001231532	sc_wt	741	NA
TBC1D20	sc_wt	741	NA
MTDH	sc_wt	741	NA
EIF3I	sc_wt	741	24.307928418199957
GSS	sc_wt	741	24.632507595488786
CKAP4	sc_wt	741	26.947819724336924
HRG	sc_wt	741	30.64950198168096
NDUFA13	sc_wt	741	25.894765225264567
TF	sc_wt	741	35.41324188577145
MANF	sc_wt	741	24.075043623045868
GMPPA	sc_wt	741	NA
MFAP5	sc_wt	741	28.754234992582145
XP_020921753	sc_wt	741	27.94475164286167
NP_001231616	sc_wt	741	NA
C11orf54	sc_wt	741	24.32594551428123
SNAP23	sc_wt	741	NA
EIF3D	sc_wt	741	NA
CBR3	sc_wt	741	26.134906782991397
INMT	sc_wt	741	NA
NDUFC2	sc_wt	741	NA
RAB9A	sc_wt	741	NA
MTURN	sc_wt	741	NA
LRRC57	sc_wt	741	25.222398416147822
RPS13	sc_wt	741	26.481360936758044
IBA57	sc_wt	741	NA
ADH5	sc_wt	741	27.033491729944153
RPLP2	sc_wt	741	28.566887649044933
UBE4A	sc_wt	741	NA
RAB11B	sc_wt	741	28.973337219275805
LAYN	sc_wt	741	NA
YKT6	sc_wt	741	25.43968025051764
ARMC10	sc_wt	741	25.612427367059414
NDUFA11	sc_wt	741	NA
DPY30	sc_wt	741	NA
LSM3	sc_wt	741	NA
TALDO1	sc_wt	741	28.12834280088238
UROD	sc_wt	741	NA
LETM1	sc_wt	741	24.567787148199532
LRRC59	sc_wt	741	25.729515363969362
XP_005674076	sc_wt	741	NA
NDUFS5	sc_wt	741	NA
NP_001231920	sc_wt	741	NA
VPS45	sc_wt	741	NA
NP_001231927	sc_wt	741	NA
YIF1B	sc_wt	741	NA
PSMC2	sc_wt	741	25.90074208854317
INPP1	sc_wt	741	24.109805153928978
DDX3X	sc_wt	741	24.83687132691661
UBE2L6	sc_wt	741	NA
COPG2	sc_wt	741	NA
XP_005665742	sc_wt	741	24.300197250953158
CPT2	sc_wt	741	25.86131223375184
EIF4G1	sc_wt	741	NA
PICALM	sc_wt	741	24.2765390568774
EWSR1	sc_wt	741	NA
DHX15	sc_wt	741	NA
ALDH4A1	sc_wt	741	25.642980876565428
ARL8B	sc_wt	741	NA
FKBP9	sc_wt	741	25.54557161418908
ARFIP1	sc_wt	741	NA
S100A4	sc_wt	741	25.778287523801442
MPI	sc_wt	741	NA
HSPD1	sc_wt	741	29.434062279805765
MRC1	sc_wt	741	25.19666785683891
MID1IP1	sc_wt	741	NA
AKT2	sc_wt	741	25.098685599551615
KTN1	sc_wt	741	26.03726759698297
TBCC	sc_wt	741	NA
NP_001245364	sc_wt	741	24.070464932759496
WASF2	sc_wt	741	NA
CP	sc_wt	741	30.36337954179999
SEC23B	sc_wt	741	NA
PDIA4	sc_wt	741	30.233179077926756
LAMC1	sc_wt	741	32.72230395950429
MYL3	sc_wt	741	NA
ECI1	sc_wt	741	25.83631757855251
FUS	sc_wt	741	25.07475788023426
RHEB	sc_wt	741	25.13977365882862
CD68	sc_wt	741	NA
S100A10	sc_wt	741	31.215872164627715
PCNA	sc_wt	741	NA
SAMHD1	sc_wt	741	23.91524626402224
AIFM1	sc_wt	741	26.046705881046897
NUDT3	sc_wt	741	NA
AOX1	sc_wt	741	28.293731580965908
GSTK1	sc_wt	741	23.88567179960902
NP_001302506	sc_wt	741	25.190577354318126
FKBP5	sc_wt	741	NA
FUCA1	sc_wt	741	NA
EOGT	sc_wt	741	NA
TUBA1B.1	sc_wt	741	26.460733596295814
ELN	sc_wt	741	NA
OGN	sc_wt	741	32.911476011512185
NP_001302675	sc_wt	741	26.96300787864351
NP_001302695	sc_wt	741	NA
RBKS	sc_wt	741	NA
PDLIM1	sc_wt	741	27.799403272789373
TOLLIP	sc_wt	741	25.430968028656487
U2AF2	sc_wt	741	NA
CYP20A1	sc_wt	741	24.817094127219136
XP_020937608	sc_wt	741	26.318569150147294
CAPN1	sc_wt	741	27.06188171486763
CILP	sc_wt	741	20.362175000253984
CAV1	sc_wt	741	31.509280621201597
SERPINA1	sc_wt	741	30.299310920400035
HSD11B1	sc_wt	741	NA
HPD	sc_wt	741	24.59411589934093
HADHB	sc_wt	741	27.660169379967368
COX1	sc_wt	741	NA
COX2	sc_wt	741	NA
ATP8	sc_wt	741	24.603201625920075
ATP6	sc_wt	741	NA
CYTB	sc_wt	741	NA
FUNDC2	sc_wt	741	NA
TSPO	sc_wt	741	NA
UCHL1	sc_wt	741	25.354339788644648
RPS23	sc_wt	741	23.60614220949246
SULT1A3	sc_wt	741	26.919230511351213
NP_998931	sc_wt	741	31.380975184309754
STAT1	sc_wt	741	24.960226119244137
CD74	sc_wt	741	NA
SCD	sc_wt	741	NA
PGK2	sc_wt	741	26.025952448712705
SERPINA3-2	sc_wt	741	28.397583833450447
COASY	sc_wt	741	NA
DCPS	sc_wt	741	24.165763292277987
CD58	sc_wt	741	24.40412132558641
SERPINA6	sc_wt	741	NA
SAL1	sc_wt	741	NA
ICAM1	sc_wt	741	NA
CBR2	sc_wt	741	26.977273633834976
NP_998993	sc_wt	741	34.02523371459097
FOLR1	sc_wt	741	NA
